epoch,step,train_loss,val_acc,val_auc,val_loss
0,9,0.7445759773254395,,,
0,19,0.7268315553665161,,,
0,29,0.7333770990371704,,,
0,39,0.7508034110069275,,,
0,49,0.7340203523635864,,,
0,59,0.7199802398681641,,,
0,69,0.7117218375205994,,,
0,79,0.6691645979881287,,,
0,89,0.6779442429542542,,,
0,99,0.7176844477653503,,,
0,109,0.6672124862670898,,,
0,119,0.6085965633392334,,,
0,119,,0.5722513198852539,0.5996870994567871,0.6729941964149475
1,129,0.7315371036529541,,,
1,139,0.6726694107055664,,,
1,149,0.6907705068588257,,,
1,159,0.7033979296684265,,,
1,169,0.6795865893363953,,,
1,179,0.6664594411849976,,,
1,189,0.6553524136543274,,,
1,199,0.6848328113555908,,,
1,209,0.6994354128837585,,,
1,219,0.6923739910125732,,,
1,229,0.6154133081436157,,,
1,239,0.6946650743484497,,,
1,239,,0.6376963257789612,0.6206563711166382,0.6472387313842773
2,249,0.646214485168457,,,
2,259,0.6552701592445374,,,
2,269,0.6260796785354614,,,
2,279,0.5611481666564941,,,
2,289,0.5918349623680115,,,
2,299,0.584243893623352,,,
2,309,0.6004329323768616,,,
2,319,0.5751407146453857,,,
2,329,0.5616952180862427,,,
2,339,0.5907997488975525,,,
2,349,0.599990963935852,,,
2,359,0.6060853004455566,,,
2,359,,0.6240837574005127,0.6219663023948669,0.6571791172027588
3,369,0.6485930681228638,,,
3,379,0.5984814167022705,,,
3,389,0.6825435757637024,,,
3,399,0.6625580787658691,,,
3,409,0.6427528858184814,,,
3,419,0.6312500834465027,,,
3,429,0.5617457032203674,,,
3,439,0.5524991154670715,,,
3,449,0.6743479371070862,,,
3,459,0.5653307437896729,,,
3,469,0.616098165512085,,,
3,479,0.5415254235267639,,,
3,479,,0.6146596670150757,0.621589720249176,0.6669027209281921
4,489,0.5855298042297363,,,
4,499,0.5624632239341736,,,
4,509,0.6094757914543152,,,
4,519,0.5608403086662292,,,
4,529,0.6198920607566833,,,
4,539,0.5902965664863586,,,
4,549,0.547703206539154,,,
4,559,0.5522418022155762,,,
4,569,0.5925042629241943,,,
4,579,0.5687848925590515,,,
4,589,0.5597293376922607,,,
4,599,0.7204135060310364,,,
4,599,,0.6057591438293457,0.6190526485443115,0.6748894453048706
5,609,0.6462607383728027,,,
5,619,0.5475963354110718,,,
5,629,0.6019377708435059,,,
5,639,0.6195114254951477,,,
5,649,0.6544516682624817,,,
5,659,0.6061320304870605,,,
5,669,0.556753933429718,,,
5,679,0.5428435206413269,,,
5,689,0.5108034014701843,,,
5,699,0.669346034526825,,,
5,709,0.5868659615516663,,,
5,719,0.45425477623939514,,,
5,719,,0.6120418906211853,0.6223880052566528,0.6753334999084473
6,729,0.5525590181350708,,,
6,739,0.5597174167633057,,,
6,749,0.5675094723701477,,,
6,759,0.5908042192459106,,,
6,769,0.5644411444664001,,,
6,779,0.6208933591842651,,,
6,789,0.6244469285011292,,,
6,799,0.58839350938797,,,
6,809,0.6364883780479431,,,
6,819,0.6507129073143005,,,
6,829,0.5722270607948303,,,
6,839,0.5194986462593079,,,
6,839,,0.6099476218223572,0.6200334429740906,0.673893392086029
7,849,0.5973024964332581,,,
7,859,0.5393134355545044,,,
7,869,0.5861422419548035,,,
7,879,0.49197643995285034,,,
7,889,0.5156432390213013,,,
7,899,0.5688967108726501,,,
7,909,0.7161939144134521,,,
7,919,0.6283624172210693,,,
7,929,0.6270741820335388,,,
7,939,0.546268105506897,,,
7,949,0.5615028738975525,,,
7,959,0.5444062352180481,,,
7,959,,0.6125654578208923,0.6218183636665344,0.6834885478019714
8,969,0.5292084813117981,,,
8,979,0.5801622867584229,,,
8,989,0.5238110423088074,,,
8,999,0.537599503993988,,,
8,1009,0.6696811318397522,,,
8,1019,0.5721968412399292,,,
8,1029,0.5783358216285706,,,
8,1039,0.5510168671607971,,,
8,1049,0.5823509693145752,,,
8,1059,0.5272589921951294,,,
8,1069,0.5085537433624268,,,
8,1079,0.5270799398422241,,,
8,1079,,0.6125654578208923,0.6247982978820801,0.6809704899787903
9,1089,0.6344220638275146,,,
9,1099,0.5380697250366211,,,
9,1109,0.5717598795890808,,,
9,1119,0.5680530071258545,,,
9,1129,0.7293708920478821,,,
9,1139,0.6032610535621643,,,
9,1149,0.6301268339157104,,,
9,1159,0.5972037315368652,,,
9,1169,0.5266200304031372,,,
9,1179,0.5990997552871704,,,
9,1189,0.5650973916053772,,,
9,1199,0.6718762516975403,,,
9,1199,,0.6151832342147827,0.6180639266967773,0.6828086376190186
10,1209,0.6249865889549255,,,
10,1219,0.6010339260101318,,,
10,1229,0.6013157963752747,,,
10,1239,0.5744552612304688,,,
10,1249,0.4993111789226532,,,
10,1259,0.6386474967002869,,,
10,1269,0.5582233667373657,,,
10,1279,0.6098176836967468,,,
10,1289,0.5068923234939575,,,
10,1299,0.5751389265060425,,,
10,1309,0.6520578861236572,,,
10,1319,0.6063429117202759,,,
10,1319,,0.6146596670150757,0.6176504492759705,0.6884145140647888
11,1329,0.6258552074432373,,,
11,1339,0.46101561188697815,,,
11,1349,0.5230922698974609,,,
11,1359,0.5478191375732422,,,
11,1369,0.5059193968772888,,,
11,1379,0.5427708029747009,,,
11,1389,0.5379897356033325,,,
11,1399,0.5312319397926331,,,
11,1409,0.5731761455535889,,,
11,1419,0.5539034605026245,,,
11,1429,0.6308060884475708,,,
11,1439,0.724406361579895,,,
11,1439,,0.6183245778083801,0.6197347640991211,0.6843544244766235
12,1440,,0.6376963257789612,0.6206563711166382,0.6472387313842773
